0	62.807	53.287	26.662	60.483	0	24.229	37.208	46.431	0	35.865	12.931	100	0.27103	3649.7	4451.3	9.2231	32.393	47.56	2799	64.996	122.9	0.19783	91.993	49.971	2703.5	25.258	49.682	3330.8	22.886	66.628	0	272.78	102.48	92.263	32.15	14.878	18.852	5.9988	16.669	4.0544	32.63	21.704	13.298	0.89584	16.137	5.3961	6.6754	3.2645	0.010715	0.57472	0.18614	53.763	43.986
0.01	62.809	53.292	26.668	60.511	0	24.192	37.219	46.435	0	35.995	14.262	100	0.27023	3655.2	4464.3	9.2254	32.27	47.274	2799	65.274	122.89	0.19654	91.995	51.861	2703.5	25.143	49.535	3330.2	22.885	66.63	-0.50645	272.98	102.47	92.242	32.15	14.878	18.852	5.9988	16.669	4.0544	32.63	21.704	13.298	0.89584	16.137	5.3961	6.6754	3.2645	0.010715	0.57472	0.18614	53.763	43.986
0.02	62.81	53.279	26.674	60.533	0	24.154	37.232	46.437	0	35.77	14.271	100	0.27325	3670.3	4447.7	9.2317	32.356	47.444	2799.1	65.448	122.9	0.19809	91.984	50.254	2703.9	25.484	50.254	3331	22.795	66.634	-0.93973	272.64	102.49	92.412	32.15	14.878	18.852	5.9988	16.669	4.0544	32.63	21.704	13.298	0.89584	16.137	5.3961	6.6754	3.2645	0.010715	0.57472	0.18614	53.763	43.986
0.03	62.809	53.264	26.673	60.52	0	24.118	37.225	46.418	0	35.961	12.913	100	0.27111	3603.3	4461.7	9.2669	32.225	47.774	2799.2	64.075	122.89	0.19803	92.003	50.86	2703.9	25.233	50.298	3331.1	22.928	66.615	0.51035	273.14	102.46	92.308	32.15	14.878	18.852	5.9988	16.669	4.0544	32.63	21.704	13.298	0.89584	16.137	5.3961	6.6754	3.2645	0.010715	0.57472	0.18614	53.763	43.986
0.04	62.81	53.251	26.675	60.491	0	24.11	37.224	46.421	0	35.9	12.67	100	0.27196	3665.7	4456	9.1661	32.467	47.157	2799.5	65.029	122.9	0.19782	92.012	50.433	2704.3	25.251	50.419	3331.6	23.035	66.622	1.2563	273.03	102.49	92.312	32.15	14.878	18.852	5.9988	16.669	4.0544	32.63	21.704	13.298	0.89584	16.137	5.3961	6.6754	3.2645	0.010715	0.57472	0.18614	53.763	43.986
0.05	62.813	53.249	26.678	60.525	0	24.096	37.235	46.425	0	35.982	13.207	100	0.26831	3637	4448.9	9.2233	32.401	47.854	2799.9	64.682	122.89	0.19692	91.98	50.72	2704.2	25.508	49.365	3331.1	22.97	66.621	-2.4394	272.49	102.47	92.257	32.15	14.878	18.852	5.9988	16.669	4.0544	32.63	21.704	13.298	0.89584	16.137	5.3961	6.6754	3.2645	0.010715	0.57472	0.18614	53.763	43.986
0.06	62.807	53.232	26.68	60.536	0	24.084	37.218	46.406	0	35.921	11.024	100	0.27182	3638.1	4455.2	9.2741	32.406	47.708	2799.7	64.913	122.89	0.19484	91.994	49.475	2703.9	25.202	49.885	3331.6	22.924	66.628	-0.51432	272.83	102.48	92.253	32.15	14.878	18.852	5.9988	16.669	4.0544	32.63	21.704	13.298	0.89584	16.137	5.3961	6.6754	3.2645	0.010715	0.57472	0.18614	53.763	43.986
0.07	62.811	53.23	26.68	60.523	0	24.071	37.212	46.409	0	35.796	13.699	100	0.27139	3629.5	4404.6	9.2019	32.22	47.298	2799.4	65.096	122.89	0.19962	91.985	50.448	2703.4	25.199	48.731	3332	22.765	66.611	-0.15584	272.75	102.49	92.213	32.15	14.878	18.852	5.9988	16.669	4.0544	32.63	21.704	13.298	0.89584	16.137	5.3961	6.6754	3.2645	0.010715	0.57472	0.18614	53.763	43.986
0.08	62.818	53.227	26.684	60.566	0	24.053	37.206	46.42	0	35.983	11.164	100	0.27037	3624.5	4445.4	9.2515	32.185	47.625	2799.2	64.605	122.91	0.19729	91.941	51.388	2703.6	25.21	49.652	3331	22.811	66.607	-0.50152	272.54	102.5	92.121	32.15	14.878	18.852	5.9988	16.669	4.0544	32.63	21.704	13.298	0.89584	16.137	5.3961	6.6754	3.2645	0.010715	0.57472	0.18614	53.763	43.986
0.09	62.82	53.229	26.688	60.544	0	24.03	37.221	46.429	0	35.84	12.657	100	0.26962	3654.1	4439.9	9.25	32.491	47.581	2799.4	64.314	122.91	0.19412	91.953	49.046	2704.1	25.219	49.396	3331.5	22.8	66.623	0.46116	273.37	102.49	92.421	32.15	14.878	18.852	5.9988	16.669	4.0544	32.63	21.704	13.298	0.89584	16.137	5.3961	6.6754	3.2645	0.010715	0.57472	0.18614	53.763	43.986
0.1	62.82	53.222	26.69	60.527	0	24.035	37.229	46.432	0	35.796	11.717	100	0.27083	3653.4	4488.7	9.2124	32.503	47.388	2799.6	65.098	122.88	0.19504	91.992	49.551	2704.6	25.292	49.359	3332	22.827	66.623	-0.31124	273.08	102.47	92.493	32.15	14.878	18.852	5.9988	16.669	4.0544	32.63	21.704	13.298	0.89584	16.137	5.3961	6.6754	3.2645	0.010715	0.57472	0.18614	53.763	43.986
0.11	62.828	53.223	26.694	60.561	0	24.06	37.249	46.443	0	35.876	12.615	100	0.27256	3662.3	4458.7	9.1828	32.336	47.653	2800.2	64.856	122.88	0.19706	92.045	48.953	2704.8	25.349	50.171	3331.9	22.821	66.61	0.2912	272.64	102.49	92.458	32.01	14.987	18.813	5.9479	17.205	4.0324	32.883	21.704	13.412	0.87042	15.967	5.397	6.6128	3.2211	0.010715	0.57472	0.18614	53.763	43.986
0.12	62.829	53.215	26.694	60.566	0	24.101	37.241	46.439	0	35.845	14.878	100	0.26987	3644.9	4490.1	9.1922	32.339	47.433	2800.4	65.241	122.91	0.20078	92.024	49.001	2704.7	25.261	50.378	3332.5	22.891	66.63	2.175	272.9	102.48	92.372	32.01	14.987	18.813	5.9479	17.205	4.0324	32.883	21.704	13.412	0.87042	15.967	5.397	6.6128	3.2211	0.010715	0.57472	0.18614	53.763	43.986
0.13	62.832	53.22	26.698	60.55	0	24.143	37.231	46.436	0	36.192	12.789	100	0.27343	3663.7	4479.4	9.2205	32.544	47.173	2800.8	64.737	122.92	0.19713	92.045	50.086	2704.9	25.215	49.105	3332.6	22.897	66.632	0.9918	272.91	102.47	92.312	32.01	14.987	18.813	5.9479	17.205	4.0324	32.883	21.704	13.412	0.87042	15.967	5.397	6.6128	3.2211	0.010715	0.57472	0.18614	53.763	43.986
0.14	62.832	53.227	26.7	60.556	0	24.187	37.248	46.448	0	36.084	12.462	100	0.26967	3641.9	4421.4	9.1561	32.495	47.453	2800.5	63.717	122.91	0.19587	92.001	49.958	2704.7	25.209	48.102	3333	23.039	66.624	-1.246	272.98	102.47	92.207	32.01	14.987	18.813	5.9479	17.205	4.0324	32.883	21.704	13.412	0.87042	15.967	5.397	6.6128	3.2211	0.010715	0.57472	0.18614	53.763	43.986
