0	62.807	53.2867	26.6622	60.4829	0	24.2293	37.2082	46.4305	0	35.8653	12.9306	1000.271033	3649.74	4451.32	9.22314	32.3929	47.5598	2798.98	64.9958	122.899	0.197826	91.9933	49.9709	2703.52	25.2576	49.6819	3330.81	22.8862	66.6283	0	272.782	102.48	92.2625	32.1497	14.8785	18.8517	5.99876	16.6687	4.05438	32.6297	21.7036	13.2975	0.895836	16.1374	5.39613	6.67536	3.26453	0.0107149	0.574717	0.186136	53.7631	43.9857
0.0005	63.0526	53.9797	24.6436	61.3019	22.21	40.0637	38.1003	46.5342	47.4457	41.1058	18.1135	500.271033	3649.74	4451.32	9.22314	32.3929	47.5598	2798.98	64.9958	122.899	0.197826	91.9933	49.9709	2703.52	25.2576	49.6819	3330.81	22.8862	66.6283	0	272.782	102.48	92.2625	32.1497	14.8785	18.8517	5.99876	16.6687	4.05438	32.6297	21.7036	13.2975	0.895836	16.1374	5.39613	6.67536	3.26453	0.0107149	0.574717	0.186136	53.7631	43.9857
0.001	62.807	53.2867	26.6622	60.4829	22.21	24.2293	37.2082	46.4305	47.4457	35.8653	12.9306	500.263316	3677.6	4474.22	9.21393	24.4977	47.6908	2798.93	65.8086	122.897	0.246239	92.0027	48.8078	2703.38	25.3489	48.9659	3331.03	23.0592	66.6447	5.05303	272.84	102.466	92.2621	32.1497	14.8785	18.8517	5.99876	16.6687	4.05438	32.6297	21.7036	13.2975	0.895836	16.1374	5.39613	6.67536	3.26453	0.0107149	0.574717	0.186136	53.7631	43.9857
0.0015	62.8067	53.2868	26.6622	60.4833	22.21	24.2272	37.2082	46.429	47.4457	35.9193	12.257	500.26732	3667.26	4460.23	9.34769	21.0966	47.5044	2799.39	65.4705	122.913	0.226339	92.1398	49.7106	2713.68	25.369	50.3758	3326.77	22.9986	66.6366	6.65306	285.091	102.394	92.2364	32.1497	14.8785	18.8517	5.99876	16.6687	4.05438	32.6297	21.7036	13.2975	0.895836	16.1374	5.39613	6.67536	3.26453	0.0107149	0.574717	0.186136	53.7631	43.9857
0.002	62.8043	53.2846	26.6644	60.4809	22.21	24.2103	37.2085	46.4268	47.4457	35.9042	12.4118	500.266777	3661.72	4489.18	9.1816	20.3089	46.7155	2805.1	64.8607	122.963	0.217803	92.3241	49.7918	2726.55	25.2997	48.8395	3319.65	22.693	66.6118	11.3349	298.893	102.298	92.1992	32.1497	14.8785	18.8517	5.99876	16.6687	4.05438	32.6297	21.7036	13.2975	0.895836	16.1374	5.39613	6.67536	3.26453	0.0107149	0.574717	0.186136	53.7631	43.9857
0.0025	62.8036	53.2838	26.6656	60.4702	22.21	24.1998	37.2055	46.4239	47.4457	36.0294	15.5687	500.267899	3643.32	4426.49	9.24698	20.2602	46.063	2812.95	65.1488	123.068	0.212353	92.5114	51.0974	2739.32	25.3996	50.9036	3313.5	22.7055	66.6494	11.9291	310.503	102.162	92.1606	32.1497	14.8785	18.8517	5.99876	16.6687	4.05438	32.6297	21.7036	13.2975	0.895836	16.1374	5.39613	6.67536	3.26453	0.0107149	0.574717	0.186136	53.7631	43.9857
0.003	62.8022	53.2799	26.6665	60.4704	22.21	24.1917	37.2026	46.4252	47.4457	36.4372	15.2308	500.269577	3670.13	4455.62	9.2102	20.9816	45.6529	2821.48	64.8551	123.171	0.208056	92.6932	49.3929	2750.58	25.5827	48.5679	3307.1	22.9045	66.6305	16.7369	318.93	102.055	92.1	32.1497	14.8785	18.8517	5.99876	16.6687	4.05438	32.6297	21.7036	13.2975	0.895836	16.1374	5.39613	6.67536	3.26453	0.0107149	0.574717	0.186136	53.7631	43.9857
0.0035	62.8021	53.2802	26.6672	60.4659	22.21	24.1872	37.2027	46.4293	47.4457	37.2807	14.0315	500.270016	3650.84	4516.95	9.24846	21.8682	44.8444	2829.52	65.1037	123.273	0.202956	92.8207	52.6529	2760.62	25.3553	49.785	3302.17	23.0962	66.6529	20.2059	324.801	101.935	92.0587	32.1497	14.8785	18.8517	5.99876	16.6687	4.05438	32.6297	21.7036	13.2975	0.895836	16.1374	5.39613	6.67536	3.26453	0.0107149	0.574717	0.186136	53.7631	43.9857
0.004	62.8023	53.281	26.6683	60.4734	22.21	24.2018	37.2003	46.4304	47.4457	38.1148	15.6874	500.270941	3641.84	4428.99	9.22359	22.6638	44.0543	2836.59	64.8719	123.394	0.202567	92.9544	49.5577	2768.24	25.2516	49.9608	3297.69	22.9663	66.6469	21.9049	329.331	101.807	91.9927	32.1497	14.8785	18.8517	5.99876	16.6687	4.05438	32.6297	21.7036	13.2975	0.895836	16.1374	5.39613	6.67536	3.26453	0.0107149	0.574717	0.186136	53.7631	43.9857
0.0045	62.8035	53.2784	26.6692	60.4765	22.21	24.2412	37.2005	46.4279	47.4457	38.9379	15.263	500.271005	3640.17	4449.15	9.20812	23.4949	43.827	2843.43	64.24	123.503	0.201943	93.0869	49.9917	2775.53	25.3933	48.4542	3294.12	22.7113	66.6594	25.9486	331.936	101.677	91.8865	32.1497	14.8785	18.8517	5.99876	16.6687	4.05438	32.6297	21.7036	13.2975	0.895836	16.1374	5.39613	6.67536	3.26453	0.0107149	0.574717	0.186136	53.7631	43.9857
0.005	62.8039	53.2792	26.6692	60.4767	22.21	24.3056	37.1979	46.4248	47.4457	39.9234	16.6018	500.26879	3664.5	4448.74	9.20918	24.1302	43.2686	2848.06	65.1406	123.62	0.200017	93.1566	51.5429	2780.11	25.4295	49.0774	3291.44	22.7527	66.6595	28.923	334.248	101.554	91.8382	32.1497	14.8785	18.8517	5.99876	16.6687	4.05438	32.6297	21.7036	13.2975	0.895836	16.1374	5.39613	6.67536	3.26453	0.0107149	0.574717	0.186136	53.7631	43.9857
