   0.0000000e+00	   2.7777778e-03	   6.2814248e+01	   5.3264752e+01	   2.6689308e+01	   6.0411357e+01	   0.0000000e+00	   2.4021721e+01	   3.7176913e+01	   4.6420405e+01	   0.0000000e+00	   3.5765457e+01	   9.3532232e+00	   1.0000000e+02	   2.5436147e-01	   3.6133705e+03	   4.5043826e+03	   9.3447746e+00	   3.2138557e+01	   4.7794039e+01	   2.7985402e+03	   6.4070487e+01	   1.2287569e+02	   3.1065351e-01	   9.1988223e+01	   5.0840813e+01	   2.7031349e+03	   2.5744344e+01	   5.0314597e+01	   3.3308627e+03	   2.2976501e+01	   6.6619114e+01	   5.1035045e-01	   2.7266993e+02	   1.0210735e+02	   9.2019085e+01	   3.2149652e+01	   1.4878492e+01	   1.8851695e+01	   5.9987578e+00	   1.6668670e+01	   4.0543784e+00	   3.2629676e+01	   2.1703562e+01	   1.3297501e+01	   8.9583558e-01	   1.6137401e+01	   5.3961314e+00	   6.6753611e+00	   3.2645311e+00	   1.0714871e-02	   5.7471747e-01	   1.8613586e-01	   5.3763098e+01	   4.3985723e+01	
   2.7777778e-03	   3.0555556e-03	   6.2814248e+01	   5.3264752e+01	   2.6689308e+01	   6.0411357e+01	   0.0000000e+00	   2.4021721e+01	   3.7176913e+01	   4.6420405e+01	   0.0000000e+00	   3.5765457e+01	   9.3532232e+00	   1.0000000e+02	   2.5283604e-01	   3.6845987e+03	   4.5025488e+03	   9.2726037e+00	   3.2341289e+01	   4.7712579e+01	   2.7984993e+03	   6.5804192e+01	   1.2287879e+02	   3.1144618e-01	   9.1990195e+01	   4.8793269e+01	   2.7029454e+03	   2.5653055e+01	   4.8982278e+01	   3.3310912e+03	   2.3084432e+01	   6.6646837e+01	   1.6888686e+00	   2.7239897e+02	   1.0211505e+02	   9.2016326e+01	   3.2187613e+01	   8.8932724e+00	   2.6383290e+01	   6.8820118e+00	   1.8776305e+01	   1.6567273e+00	   3.2957536e+01	   1.3822945e+01	   2.3978141e+01	   1.2565425e+00	   1.8579276e+01	   2.2633421e+00	   4.8436414e+00	   2.2985763e+00	   1.7865525e-02	   8.3570225e-01	   9.8576912e-02	   5.3723980e+01	   4.3828021e+01	
   3.0555556e-03	   3.3333333e-03	   6.2814248e+01	   5.3264752e+01	   2.6689308e+01	   6.0411357e+01	   0.0000000e+00	   2.4021721e+01	   3.7176913e+01	   4.6420405e+01	   0.0000000e+00	   3.5765457e+01	   9.3532232e+00	   1.0000000e+02	   2.5283604e-01	   3.6845987e+03	   4.5025488e+03	   9.2726037e+00	   3.2341289e+01	   4.7712579e+01	   2.7984993e+03	   6.5804192e+01	   1.2287879e+02	   3.1144618e-01	   9.1990195e+01	   4.8793269e+01	   2.7029454e+03	   2.5653055e+01	   4.8982278e+01	   3.3310912e+03	   2.3084432e+01	   6.6646837e+01	   1.6888686e+00	   2.7239897e+02	   1.0211505e+02	   9.2016326e+01	   3.2187613e+01	   8.8932724e+00	   2.6383290e+01	   6.8820118e+00	   1.8776305e+01	   1.6567273e+00	   3.2957536e+01	   1.3822945e+01	   2.3978141e+01	   1.2565425e+00	   1.8579276e+01	   2.2633421e+00	   4.8436414e+00	   2.2985763e+00	   1.7865525e-02	   8.3570225e-01	   9.8576912e-02	   5.3723980e+01	   4.3828021e+01	
   3.3333333e-03	   3.6111111e-03	   6.2814248e+01	   5.3264752e+01	   2.6689308e+01	   6.0411357e+01	   0.0000000e+00	   2.4021721e+01	   3.7176913e+01	   4.6420405e+01	   0.0000000e+00	   3.5765457e+01	   9.3532232e+00	   1.0000000e+02	   2.5283604e-01	   3.6845987e+03	   4.5025488e+03	   9.2726037e+00	   3.2341289e+01	   4.7712579e+01	   2.7984993e+03	   6.5804192e+01	   1.2287879e+02	   3.1144618e-01	   9.1990195e+01	   4.8793269e+01	   2.7029454e+03	   2.5653055e+01	   4.8982278e+01	   3.3310912e+03	   2.3084432e+01	   6.6646837e+01	   1.6888686e+00	   2.7239897e+02	   1.0211505e+02	   9.2016326e+01	   3.2187613e+01	   8.8932724e+00	   2.6383290e+01	   6.8820118e+00	   1.8776305e+01	   1.6567273e+00	   3.2957536e+01	   1.3822945e+01	   2.3978141e+01	   1.2565425e+00	   1.8579276e+01	   2.2633421e+00	   4.8436414e+00	   2.2985763e+00	   1.7865525e-02	   8.3570225e-01	   9.8576912e-02	   5.3723980e+01	   4.3828021e+01	
   3.6111111e-03	   3.8888889e-03	   6.2813003e+01	   5.3262624e+01	   2.6644477e+01	   5.9920329e+01	   0.0000000e+00	   2.4000857e+01	   3.7174464e+01	   4.6418689e+01	   0.0000000e+00	   3.5765102e+01	   9.3570920e+00	   1.0000000e+02	   2.5615502e-01	   3.6325664e+03	   4.4310741e+03	   9.3784094e+00	   3.2350731e+01	   4.7473021e+01	   2.7989376e+03	   6.5086720e+01	   1.2288141e+02	   2.8629212e-01	   9.1986980e+01	   4.9649153e+01	   2.7029075e+03	   2.5560299e+01	   4.8980528e+01	   3.3306924e+03	   2.2907292e+01	   6.6642942e+01	  -2.3411741e+00	   2.7226408e+02	   1.0205914e+02	   9.1999100e+01	   3.2187613e+01	   8.8932724e+00	   2.6383290e+01	   6.8820118e+00	   1.8776305e+01	   1.6567273e+00	   3.2957536e+01	   1.3822945e+01	   2.3978141e+01	   1.2565425e+00	   1.8579276e+01	   2.2633421e+00	   4.8436414e+00	   2.2985763e+00	   1.7865525e-02	   8.3570225e-01	   9.8576912e-02	   5.3723980e+01	   4.3828021e+01	
   3.8888889e-03	   4.1666667e-03	   6.2813003e+01	   5.3262624e+01	   2.6644477e+01	   5.9920329e+01	   0.0000000e+00	   2.4000857e+01	   3.7174464e+01	   4.6418689e+01	   0.0000000e+00	   3.5765102e+01	   9.3570920e+00	   1.0000000e+02	   2.5543292e-01	   3.6834489e+03	   4.4974821e+03	   9.2626298e+00	   3.2332797e+01	   4.7716043e+01	   2.7984159e+03	   6.5803131e+01	   1.2287400e+02	   2.9087979e-01	   9.1987876e+01	   4.8791325e+01	   2.7028902e+03	   2.5554168e+01	   4.8984547e+01	   3.3310861e+03	   2.3075446e+01	   6.6647084e+01	   1.6888686e+00	   2.7235282e+02	   1.0207232e+02	   9.1984984e+01	   3.2187613e+01	   8.8932724e+00	   2.6383290e+01	   6.8820118e+00	   1.8776305e+01	   1.6567273e+00	   3.2957536e+01	   1.3822945e+01	   2.3978141e+01	   1.2565425e+00	   1.8579276e+01	   2.2633421e+00	   4.8436414e+00	   2.2985763e+00	   1.7865525e-02	   8.3570225e-01	   9.8576912e-02	   5.3723980e+01	   4.3828021e+01	
   4.1666667e-03	   4.4444444e-03	   6.2813003e+01	   5.3262624e+01	   2.6644477e+01	   5.9920329e+01	   0.0000000e+00	   2.4000857e+01	   3.7174464e+01	   4.6418689e+01	   0.0000000e+00	   3.5765102e+01	   9.3570920e+00	   1.0000000e+02	   2.5543292e-01	   3.6834489e+03	   4.4974821e+03	   9.2626298e+00	   3.2332797e+01	   4.7716043e+01	   2.7984159e+03	   6.5803131e+01	   1.2287400e+02	   2.9087979e-01	   9.1987876e+01	   4.8791325e+01	   2.7028902e+03	   2.5554168e+01	   4.8984547e+01	   3.3310861e+03	   2.3075446e+01	   6.6647084e+01	   1.6888686e+00	   2.7235282e+02	   1.0207232e+02	   9.1984984e+01	   3.2187613e+01	   8.8932724e+00	   2.6383290e+01	   6.8820118e+00	   1.8776305e+01	   1.6567273e+00	   3.2957536e+01	   1.3822945e+01	   2.3978141e+01	   1.2565425e+00	   1.8579276e+01	   2.2633421e+00	   4.8436414e+00	   2.2985763e+00	   1.7865525e-02	   8.3570225e-01	   9.8576912e-02	   5.3723980e+01	   4.3828021e+01	
   4.4444444e-03	   4.7222222e-03	   6.2813003e+01	   5.3262624e+01	   2.6644477e+01	   5.9920329e+01	   0.0000000e+00	   2.4000857e+01	   3.7174464e+01	   4.6418689e+01	   0.0000000e+00	   3.5765102e+01	   9.3570920e+00	   1.0000000e+02	   2.5543292e-01	   3.6834489e+03	   4.4974821e+03	   9.2626298e+00	   3.2332797e+01	   4.7716043e+01	   2.7984159e+03	   6.5803131e+01	   1.2287400e+02	   2.9087979e-01	   9.1987876e+01	   4.8791325e+01	   2.7028902e+03	   2.5554168e+01	   4.8984547e+01	   3.3310861e+03	   2.3075446e+01	   6.6647084e+01	   1.6888686e+00	   2.7235282e+02	   1.0207232e+02	   9.1984984e+01	   3.2187613e+01	   8.8932724e+00	   2.6383290e+01	   6.8820118e+00	   1.8776305e+01	   1.6567273e+00	   3.2957536e+01	   1.3822945e+01	   2.3978141e+01	   1.2565425e+00	   1.8579276e+01	   2.2633421e+00	   4.8436414e+00	   2.2985763e+00	   1.7865525e-02	   8.3570225e-01	   9.8576912e-02	   5.3723980e+01	   4.3828021e+01	
   4.7222222e-03	   5.0000000e-03	   6.2811564e+01	   5.3260147e+01	   2.6601879e+01	   5.9457229e+01	   0.0000000e+00	   2.3983520e+01	   3.7170626e+01	   4.6416337e+01	   0.0000000e+00	   3.5684568e+01	   1.4901459e+01	   1.0000000e+02	   2.5828301e-01	   3.6315449e+03	   4.4265832e+03	   9.3616108e+00	   3.2345607e+01	   4.7475988e+01	   2.7988571e+03	   6.5085591e+01	   1.2287617e+02	   2.6942334e-01	   9.1984703e+01	   4.9647615e+01	   2.7028647e+03	   2.5478950e+01	   4.8982364e+01	   3.3306789e+03	   2.2899846e+01	   6.6643128e+01	  -2.3411741e+00	   2.7223605e+02	   1.0202753e+02	   9.1978046e+01	   3.2187613e+01	   8.8932724e+00	   2.6383290e+01	   6.8820118e+00	   1.8776305e+01	   1.6567273e+00	   3.2957536e+01	   1.3822945e+01	   2.3978141e+01	   1.2565425e+00	   1.8579276e+01	   2.2633421e+00	   4.8436414e+00	   2.2985763e+00	   1.7865525e-02	   8.3570225e-01	   9.8576912e-02	   5.3723980e+01	   4.3828021e+01	
   5.0000000e-03	   5.2777778e-03	   6.2811640e+01	   5.3259984e+01	   2.6558804e+01	   5.8988852e+01	   0.0000000e+00	   2.3969607e+01	   3.7167444e+01	   4.6415307e+01	   0.0000000e+00	   3.5764213e+01	   1.4889810e+01	   1.0000000e+02	   2.6001876e-01	   3.6306366e+03	   4.4225905e+03	   9.3391544e+00	   3.2343268e+01	   4.7478242e+01	   2.7987834e+03	   6.5084429e+01	   1.2287063e+02	   2.5558767e-01	   9.1982458e+01	   4.9646384e+01	   2.7028305e+03	   2.5411959e+01	   4.8983832e+01	   3.3306563e+03	   2.2893479e+01	   6.6643287e+01	  -2.3411741e+00	   2.7222301e+02	   1.0200497e+02	   9.1961336e+01	   3.2187613e+01	   8.8932724e+00	   2.6383290e+01	   6.8820118e+00	   1.8776305e+01	   1.6567273e+00	   3.2957536e+01	   1.3822945e+01	   2.3978141e+01	   1.2565425e+00	   1.8579276e+01	   2.2633421e+00	   4.8436414e+00	   2.2985763e+00	   1.7865525e-02	   8.3570225e-01	   9.8576912e-02	   5.3723980e+01	   4.3828021e+01	
